"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5749","Locked Out User log in is unsuccessful and shows error message","chromium","2026-01-12","failed","2026-01-12","Locked Out User Test Case Journey","locked_out_user.spec.js","",""
